seed_id,pmid,target_family,status,reason,discovery_cohort,replication_cohort,matched_outcome_examples,missing_covariates,rejected_pair_reasons
pm38491343_glutamate_taskfmri_cogcontrol,38491343,psychosis,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pm38491343_cluster2_glugaba_taskfmri,38491343,psychosis,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid35094052-1,35094052,psychosis,requires_new_feature_adapter,effective/causal connectivity is not represented by the local FC columns.,,,,,
pmid35094052-2,35094052,psychosis,requires_new_feature_adapter,effective/causal connectivity is not represented by the local FC columns.,,,,,
pmid35094052-3,35094052,psychosis,requires_new_feature_adapter,effective/causal connectivity is not represented by the local FC columns.,,,,,
pmid40410167_dti_diffusivity_psychosis,40410167,psychosis,requires_new_feature_adapter,diffusion MRI/DTI/DWI outcomes are not present in the local derivative tables.,,,,,
pmid40410167_dki_kurtosis_psychosis,40410167,psychosis,requires_new_feature_adapter,diffusion MRI/DTI/DWI outcomes are not present in the local derivative tables.,,,,,
pmid40410167_wmtiw_extraaxonal_psychosis,40410167,psychosis,requires_new_feature_adapter,diffusion MRI/DTI/DWI outcomes are not present in the local derivative tables.,,,,,
pmid35753120_1,35753120,psychosis,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,case/control status;diagnosis group: schizophrenia or schizoaffective disorder,
pmid35753120_2,35753120,psychosis,requires_new_feature_adapter,Brain-to-behavior claims with imaging predictors and behavioral/cognitive outcomes are not executable by the current imaging-outcome CONFIRM contract.,,,,,
pmid35753120_3,35753120,psychosis,requires_new_feature_adapter,Brain-to-behavior claims with imaging predictors and behavioral/cognitive outcomes are not executable by the current imaging-outcome CONFIRM contract.,,,,,
pmid34183210_1,34183210,psychosis,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
pmid34183210_2,34183210,psychosis,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
pmid34183210_3,34183210,psychosis,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
pmid36047043_seed1,36047043,psychosis,requires_new_feature_adapter,"cerebellar, thalamic, subcortical, or midbrain outcomes are not represented by the local FC network columns.",,,,,
pmid36047043_seed2,36047043,psychosis,requires_new_feature_adapter,"cerebellar, thalamic, subcortical, or midbrain outcomes are not represented by the local FC network columns.",,,,,
pmid36047043_seed3,36047043,psychosis,requires_new_feature_adapter,"cerebellar, thalamic, subcortical, or midbrain outcomes are not represented by the local FC network columns.",,,,,
pmid38422833_cerebellar_fnc,38422833,psychosis,requires_new_feature_adapter,"cerebellar, thalamic, subcortical, or midbrain outcomes are not represented by the local FC network columns.",,,,,
pmid38422833_cortical_fnc,38422833,psychosis,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,head motion;imaging site;race,
pmid38422833_subcortical_fnc,38422833,psychosis,requires_new_feature_adapter,"cerebellar, thalamic, subcortical, or midbrain outcomes are not represented by the local FC network columns.",,,,,
pmid30126818_psychosis_fpn_motor_rsfc_controls,30126818,psychosis,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
pmid30126818_psychosis_cognition_fpn_rsfc,30126818,psychosis,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
pmid39923816_ssd_rcbf_case_control,39923816,psychosis,requires_new_feature_adapter,blood/plasma predictors are not available in the local benchmark columns.,,,,,
pmid39923816_chrp_rcbf_case_control,39923816,psychosis,requires_new_feature_adapter,blood/plasma predictors are not available in the local benchmark columns.,,,,,
pmid39923816_receptor_atlas_rcbf,39923816,psychosis,requires_new_feature_adapter,PET dopamine predictors are not available in the local benchmark columns.,,,,,
pmid31288150_1,31288150,psychosis,requires_new_feature_adapter,graph-theory or topology metrics are not present as local FC columns.,,,,,
pmid31288150_2,31288150,psychosis,requires_new_feature_adapter,graph-theory or topology metrics are not present as local FC columns.,,,,,
pmid31288150_3,31288150,psychosis,requires_new_feature_adapter,graph-theory or topology metrics are not present as local FC columns.,,,,,
pmid35820225_1,35820225,psychosis,requires_new_feature_adapter,EEG/MEG outcomes are outside the local neuroimaging derivative tables.,,,,,
pmid35820225_2,35820225,psychosis,requires_new_feature_adapter,EEG/MEG outcomes are outside the local neuroimaging derivative tables.,,,,,
